terminal	axis	variant	rep	metric	value	unit
kitty	latency	-	1	p99_ns	4692000	ns
kitty	latency	-	1	min_ns	3088000	ns
kitty	latency	-	2	median_ns	3449000	ns
kitty	latency	-	2	p99_ns	3536000	ns
kitty	latency	-	2	min_ns	3056000	ns
kitty	latency	-	median	median_ns	3451500	ns
kitty	latency	-	median	p99_ns	4114000	ns
noa	startup	-	1	total_ns	256583000	ns
noa	startup	-	2	total_ns	241142000	ns
noa	startup	-	3	total_ns	259440000	ns
noa	startup	-	4	total_ns	254371000	ns
noa	startup	-	5	total_ns	240901000	ns
noa	startup	-	median	total_ns	254371000	ns
ghostty	startup	-	1	total_ns	161628000	ns
ghostty	startup	-	2	total_ns	162497000	ns
ghostty	startup	-	3	total_ns	167947000	ns
ghostty	startup	-	4	total_ns	178802000	ns
ghostty	startup	-	5	total_ns	169759000	ns
ghostty	startup	-	median	total_ns	167947000	ns
termy	startup	-	1	total_ns	200329000	ns
termy	startup	-	2	total_ns	185616000	ns
termy	startup	-	3	total_ns	191164000	ns
termy	startup	-	4	total_ns	200552000	ns
termy	startup	-	5	total_ns	185806000	ns
termy	startup	-	median	total_ns	191164000	ns
kitty	startup	-	1	total_ns	271959000	ns
kitty	startup	-	2	total_ns	279142000	ns
kitty	startup	-	3	total_ns	275573000	ns
kitty	startup	-	4	total_ns	286840000	ns
kitty	startup	-	5	total_ns	264841000	ns
kitty	startup	-	median	total_ns	275573000	ns
